t,r
2.708472314877e+01,4.272493644680e+01
2.715143428953e+01,4.272103239783e+01
2.721814543029e+01,4.271711809409e+01
2.728485657105e+01,4.271319353181e+01
2.735156771181e+01,4.270925870723e+01
2.741827885257e+01,4.270531361656e+01
2.748498999333e+01,4.270135825602e+01
2.755170113409e+01,4.269739262184e+01
2.761841227485e+01,4.269341671021e+01
2.768512341561e+01,4.268943051733e+01
2.775183455637e+01,4.268543403942e+01
2.781854569713e+01,4.268142727265e+01
2.788525683789e+01,4.267741021322e+01
2.795196797865e+01,4.267338285731e+01
2.801867911941e+01,4.266934520110e+01
2.808539026017e+01,4.266529724076e+01
2.815210140093e+01,4.266123897246e+01
2.821881254169e+01,4.265717039236e+01
2.828552368245e+01,4.265309149661e+01
2.835223482322e+01,4.264900228137e+01
2.841894596398e+01,4.264490274279e+01
2.848565710474e+01,4.264079287701e+01
2.855236824550e+01,4.263667268016e+01
2.861907938626e+01,4.263254214837e+01
2.868579052702e+01,4.262840127778e+01
2.875250166778e+01,4.262425006449e+01
2.881921280854e+01,4.262008850464e+01
2.888592394930e+01,4.261591659431e+01
2.895263509006e+01,4.261173432963e+01
2.901934623082e+01,4.260754170669e+01
2.908605737158e+01,4.260333872159e+01
2.915276851234e+01,4.259912537041e+01
2.921947965310e+01,4.259490164924e+01
2.928619079386e+01,4.259066755416e+01
2.935290193462e+01,4.258642308124e+01
2.941961307538e+01,4.258216822654e+01
2.948632421614e+01,4.257790298614e+01
2.955303535690e+01,4.257362735608e+01
2.961974649767e+01,4.256934133242e+01
2.968645763843e+01,4.256504491121e+01
2.975316877919e+01,4.256073808849e+01
2.981987991995e+01,4.255642086029e+01
2.988659106071e+01,4.255209322264e+01
2.995330220147e+01,4.254775517158e+01
3.002001334223e+01,4.254340670311e+01
3.008672448299e+01,4.253904781325e+01
3.015343562375e+01,4.253467849801e+01
3.022014676451e+01,4.253029875340e+01
3.028685790527e+01,4.252590857541e+01
3.035356904603e+01,4.252150796003e+01
3.042028018679e+01,4.251709690326e+01
3.048699132755e+01,4.251267540107e+01
3.055370246831e+01,4.250824344944e+01
3.062041360907e+01,4.250380104433e+01
3.068712474983e+01,4.249934818172e+01
3.075383589059e+01,4.249488485757e+01
3.082054703135e+01,4.249041106782e+01
3.088725817211e+01,4.248592680843e+01
3.095396931288e+01,4.248143207534e+01
3.102068045364e+01,4.247692686448e+01
3.108739159440e+01,4.247241117179e+01
3.115410273516e+01,4.246788499320e+01
3.122081387592e+01,4.246334832462e+01
3.128752501668e+01,4.245880116196e+01
3.135423615744e+01,4.245424350115e+01
3.142094729820e+01,4.244967533808e+01
3.148765843896e+01,4.244509666865e+01
3.155436957972e+01,4.244050748876e+01
3.162108072048e+01,4.243590779428e+01
3.168779186124e+01,4.243129758111e+01
3.175450300200e+01,4.242667684511e+01
3.182121414276e+01,4.242204558216e+01
3.188792528352e+01,4.241740378812e+01
3.195463642428e+01,4.241275145885e+01
3.202134756504e+01,4.240808859020e+01
3.208805870580e+01,4.240341517802e+01
3.215476984656e+01,4.239873121815e+01
3.222148098732e+01,4.239403670642e+01
3.228819212809e+01,4.238933163867e+01
3.235490326885e+01,4.238461601072e+01
3.242161440961e+01,4.237988981839e+01
3.248832555037e+01,4.237515305749e+01
3.255503669113e+01,4.237040572382e+01
3.262174783189e+01,4.236564781320e+01
3.268845897265e+01,4.236087932140e+01
